;ncbi_gene_ID;HGNC;name;summary;ensembl_gene_id;refseq_accession;uniprot_ids;omim_id;orphanet;mane_select;gene_ID
52;5130;PCYT1A;phosphate cytidylyltransferase 1A, choline;This gene belongs to the cytidylyltransferase family and is involved in the regulation of phosphatidylcholine biosynthesis. Mutations in this gene are associated with spondylometaphyseal dysplasia with cone-rod dystrophy. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Aug 2015];ENSG00000161217;NM_005017;P49585;123695;391468.0;ENST00000431016.6|NM_001312673.2;gene_ID_52
53;8799;PEX11B;peroxisomal biogenesis factor 11 beta;The protein encoded by this gene facilitates peroxisomal proliferation and interacts with PEX19. The encoded protein is found in the peroxisomal membrane. Several transcript variants, some protein-coding and some not protein-coding, have been found for this gene. [provided by RefSeq, Dec 2012];ENSG00000131779;NM_003846;O96011;603867;317370.0;ENST00000369306.8|NM_003846.3;gene_ID_53
54;55670;PEX26;peroxisomal biogenesis factor 26;This gene belongs to the peroxin-26 gene family. It is probably required for protein import into peroxisomes. It anchors PEX1 and PEX6 to peroxisome membranes, possibly to form heteromeric AAA ATPase complexes required for the import of proteins into peroxisomes. Defects in this gene are the cause of peroxisome biogenesis disorder complementation group 8 (PBD-CG8). PBD refers to a group of peroxisomal disorders arising from a failure of protein import into the peroxisomal membrane or matrix. The PBD group is comprised of four disorders: Zellweger syndrome (ZWS), neonatal adrenoleukodystrophy (NALD), infantile Refsum disease (IRD), and classical rhizomelic chondrodysplasia punctata (RCDP). Alternatively spliced transcript variants have been identified for this gene. [provided by RefSeq, Dec 2010];ENSG00000215193;NM_017929;Q7Z412;608666;124206.0;ENST00000399744.8|NM_001127649.3;gene_ID_54
55;5277;PIGA;phosphatidylinositol glycan anchor biosynthesis class A;This gene encodes a protein required for synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI), the first intermediate in the biosynthetic pathway of GPI anchor. The GPI anchor is a glycolipid found on many blood cells and which serves to anchor proteins to the cell surface. Paroxysmal nocturnal hemoglobinuria, an acquired hematologic disorder, has been shown to result from mutations in this gene. Alternate splice variants have been characterized. A related pseudogene is located on chromosome 12. [provided by RefSeq, Jun 2010];ENSG00000165195;NM_002641;P37287;311770;231527.0;ENST00000333590.6|NM_002641.4;gene_ID_55
56;5336;PLCG2;phospholipase C gamma 2;The protein encoded by this gene is a transmembrane signaling enzyme that catalyzes the conversion of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate to 1D-myo-inositol 1,4,5-trisphosphate (IP3) and diacylglycerol (DAG) using calcium as a cofactor. IP3 and DAG are second messenger molecules important for transmitting signals from growth factor receptors and immune system receptors across the cell membrane. Mutations in this gene have been found in autoinflammation, antibody deficiency, and immune dysregulation syndrome and familial cold autoinflammatory syndrome 3. [provided by RefSeq, Mar 2014];ENSG00000197943;NM_001425749;P16885;600220;303819.0;ENST00000564138.6|NM_002661.5;gene_ID_56
57;8228;PNPLA4;patatin like domain 4, phospholipase and triacylglycerol lipase;This gene encodes a member of the patatin-like family of phospholipases. The encoded enzyme has both triacylglycerol lipase and transacylase activities and may be involved in adipocyte triglyceride homeostasis. Alternate splicing results in multiple transcript variants. A pseudogene of this gene is found on chromosome Y. [provided by RefSeq, Feb 2010];ENSG00000006757;NM_004650;P41247;300102;;ENST00000381042.9|NM_004650.3;gene_ID_57
58;112476;PRRT2;proline rich transmembrane protein 2;This gene encodes a transmembrane protein containing a proline-rich domain in its N-terminal half. Studies in mice suggest that it is predominantly expressed in brain and spinal cord in embryonic and postnatal stages. Mutations in this gene are associated with episodic kinesigenic dyskinesia-1. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2012];ENSG00000167371;NM_145239;Q7Z6L0;614386;291703.0;ENST00000358758.12|NM_145239.3;gene_ID_58
59;8226;PUDP;pseudouridine 5''-phosphatase;This gene encodes a member of the haloacid dehalogenase-like (HAD) hydrolase superfamily. The encoded protein has no known biological function. This gene has a pseudogene on chromosome 1. Multiple alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2010];ENSG00000130021;NM_012080;Q08623;306480;;ENST00000381077.10|NM_012080.5;gene_ID_59
60;5903;RANBP2;RAN binding protein 2;RAN is a small GTP-binding protein of the RAS superfamily that is associated with the nuclear membrane and is thought to control a variety of cellular functions through its interactions with other proteins. This gene encodes a very large RAN-binding protein that immunolocalizes to the nuclear pore complex. The protein is a giant scaffold and mosaic cyclophilin-related nucleoporin implicated in the Ran-GTPase cycle. The encoded protein directly interacts with the E2 enzyme UBC9 and strongly enhances SUMO1 transfer from UBC9 to the SUMO1 target SP100. These findings place sumoylation at the cytoplasmic filaments of the nuclear pore complex and suggest that, for some substrates, modification and nuclear import are linked events. This gene is partially duplicated in a gene cluster that lies in a hot spot for recombination on chromosome 2q. [provided by RefSeq, Jul 2008];ENSG00000153201;NM_006267;P49792;601181;173526.0;ENST00000283195.11|NM_006267.5;gene_ID_60
61;91179;SCARF2;scavenger receptor class F member 2;The protein encoded by this gene is similar to  SCARF1/SREC-I, a scavenger receptor protein that mediates the binding and degradation of acetylated low density lipoprotein (Ac-LDL). This protein has only little activity of internalizing modified low density lipoproteins (LDL), but it can interact with SCARF1 through its extracellular domain. The association of this protein with SCARF1 is suppressed by the presence of scavenger ligands. Alternatively spliced transcript variants encoding distinct isoforms have been reported. [provided by RefSeq, Jul 2008];ENSG00000244486;NM_153334;Q96GP6;613619;244390.0;ENST00000622235.5|NM_182895.5;gene_ID_61
62;6389;SDHA;succinate dehydrogenase complex flavoprotein subunit A;This gene encodes a major catalytic subunit of succinate-ubiquinone oxidoreductase, a complex of the mitochondrial respiratory chain. The complex is composed of four nuclear-encoded subunits and is localized in the mitochondrial inner membrane. Mutations in this gene have been associated with a form of mitochondrial respiratory chain deficiency known as Leigh Syndrome. A pseudogene has been identified on chromosome 3q29. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2014];ENSG00000073578;NM_004168;P31040;600857;118549.0;ENST00000264932.11|NM_004168.4;gene_ID_62
63;25970;SH2B1;SH2B adaptor protein 1;This gene encodes a member of the SH2-domain containing mediators family. The encoded protein mediates activation of various kinases and may function in cytokine and growth factor receptor signaling and cellular transformation. Alternatively spliced transcript variants have been described. [provided by RefSeq, Mar 2009];ENSG00000178188;NM_015503;Q9NRF2;608937;293315.0;ENST00000684370.1|NM_001387430.1;gene_ID_63
64;6469;SHH;sonic hedgehog signaling molecule;"This gene encodes a protein that is instrumental in patterning the early embryo. It has been implicated as the key inductive signal in patterning of the ventral neural tube, the anterior-posterior limb axis, and the ventral somites. Of three human proteins showing sequence and functional similarity to the sonic hedgehog protein of Drosophila, this protein is the most similar. The protein is made as a precursor that is autocatalytically cleaved; the N-terminal portion is soluble and contains the signalling activity while the C-terminal portion is involved in precursor processing. More importantly, the C-terminal product covalently attaches a cholesterol moiety to the N-terminal product, restricting the N-terminal product to the cell surface and preventing it from freely diffusing throughout the developing embryo. Defects in this protein or in its signalling pathway are a cause of holoprosencephaly (HPE), a disorder in which the developing forebrain fails to correctly separate into right and left hemispheres. HPE is manifested by facial deformities. It is also thought that mutations in this gene or in its signalling pathway may be responsible for VACTERL syndrome, which is characterized by vertebral defects, anal atresia, tracheoesophageal fistula with esophageal atresia, radial and renal dysplasia, cardiac anomalies, and limb abnormalities. Additionally, mutations in a long range enhancer located approximately 1 megabase upstream of this gene disrupt limb patterning and can result in preaxial polydactyly. [provided by RefSeq, Jul 2008]";ENSG00000164690;NM_000193;Q15465;600725;118703.0;ENST00000297261.7|NM_000193.4;gene_ID_64
65;6473;SHOX;SHOX homeobox;This gene belongs to the paired homeobox family and is located in the pseudoautosomal region 1 (PAR1) of X and Y chromosomes. Defects in this gene are associated with idiopathic growth retardation and in the short stature phenotype of Turner syndrome patients. This gene is highly conserved across species from mammals to fish to flies. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene. [provided by RefSeq, Jul 2008];ENSG00000185960;NM_000451;O15266;312865|400020;118707.0;ENST00000686671.1|NM_000451.4;gene_ID_65
66;6569;SLC34A1;solute carrier family 34 member 1;"Enables sodium:phosphate symporter activity. Involved in several processes, including phosphate ion homeostasis; response to cadmium ion; and response to lead ion. Located in several cellular components, including apical plasma membrane; mitotic spindle; and nuclear speck. Implicated in several diseases, including Fanconi syndrome (multiple); chronic kidney disease; hereditary hypophosphatemic rickets with hypercalciuria; hypophosphatemic nephrolithiasis/osteoporosis 1; and nephrolithiasis. [provided by Alliance of Genome Resources, Jul 2025]";ENSG00000131183;NM_003052;Q06495;182309;227390.0;ENST00000324417.6|NM_003052.5;gene_ID_66
67;7922;SLC39A7;solute carrier family 39 member 7;The protein encoded by this gene transports zinc from the Golgi and endoplasmic reticulum to the cytoplasm. This transport may be important for activation of tyrosine kinases, some of which could be involved in cancer progression. Therefore, modulation of the encoded protein could be useful as a therapeutic agent against cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014];ENSG00000112473;NM_006979;Q92504;601416;;ENST00000374677.8|NM_006979.3;gene_ID_67
68;6521;SLC4A1;solute carrier family 4 member 1 (Diego blood group);The protein encoded by this gene is part of the anion exchanger (AE) family and is expressed in the erythrocyte plasma membrane, where it functions as a chloride/bicarbonate exchanger involved in carbon dioxide transport from tissues to lungs. The protein comprises two domains that are structurally and functionally distinct. The N-terminal 40kDa domain is located in the cytoplasm and acts as an attachment site for the red cell skeleton by binding ankyrin. The glycosylated C-terminal membrane-associated domain contains 12-14 membrane spanning segments and carries out the stilbene disulphonate-sensitive exchange transport of anions. The cytoplasmic tail at the extreme C-terminus of the membrane domain binds carbonic anhydrase II. The encoded protein associates with the red cell membrane protein glycophorin A and this association promotes the correct folding and translocation of the exchanger. This protein is predominantly dimeric but forms tetramers in the presence of ankyrin. Many mutations in this gene are known in man, and these mutations can lead to two types of disease: destabilization of red cell membrane leading to hereditary spherocytosis, and defective kidney acid secretion leading to distal renal tubular acidosis. Other mutations that do not give rise to disease result in novel blood group antigens, which form the Diego blood group system. Southeast Asian ovalocytosis (SAO, Melanesian ovalocytosis) results from the heterozygous presence of a deletion in the encoded protein and is common in areas where Plasmodium falciparum malaria is endemic. One null mutation in this gene is known, resulting in very severe anemia and nephrocalcinosis. [provided by RefSeq, Jul 2008];ENSG00000004939;NM_000342;P02730;109270;119669.0;ENST00000262418.12|NM_000342.4;gene_ID_68
69;6598;SMARCB1;SWI/SNF related BAF chromatin remodeling complex subunit B1;The protein encoded by this gene is part of a complex that relieves repressive chromatin structures, allowing the transcriptional machinery to access its targets more effectively. The encoded nuclear protein may also bind to and enhance the DNA joining activity of HIV-1 integrase. This gene has been found to be a tumor suppressor, and mutations in it have been associated with malignant rhabdoid tumors. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Dec 2015];ENSG00000099956;NM_003073;Q12824;601607;119735.0;ENST00000644036.2|NM_003073.5;gene_ID_69
70;23013;SPEN;spen family transcriptional repressor;"This gene encodes a hormone inducible transcriptional repressor. Repression of transcription by this gene product can occur through interactions with other repressors, by the recruitment of proteins involved in histone deacetylation, or through sequestration of transcriptional activators. The product of this gene contains a carboxy-terminal domain that permits binding to other corepressor proteins. This domain also permits interaction with members of the NuRD complex, a nucleosome remodeling protein complex that contains deacetylase activity. In addition, this repressor contains several RNA recognition motifs that confer binding to a steroid receptor RNA coactivator; this binding can modulate the activity of both liganded and nonliganded steroid receptors. [provided by RefSeq, Jul 2008]";ENSG00000065526;NM_015001;Q96T58;613484;;ENST00000375759.8|NM_015001.3;gene_ID_70
71;11005;SPINK5;serine peptidase inhibitor Kazal type 5;This gene encodes a multidomain serine protease inhibitor that contains 15 potential inhibitory domains. The encoded preproprotein is proteolytically processed to generate multiple protein products, which may exhibit unique activities and specificities. These proteins may play a role in skin and hair morphogenesis, as well as anti-inflammatory and antimicrobial protection of mucous epithelia. Mutations in this gene may result in Netherton syndrome, a disorder characterized by ichthyosis, defective cornification, and atopy. This gene is present in a gene cluster on chromosome 5. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015];ENSG00000133710;NM_001127698;Q9NQ38;605010;119840.0;ENST00000256084.8|NM_006846.4;gene_ID_71
72;8406;SRPX;sushi repeat containing protein X-linked;"Predicted to be an extracellular matrix structural constituent. Predicted to be involved in phagolysosome assembly. Predicted to act upstream of or within several processes, including negative regulation of cell proliferation involved in contact inhibition; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand; and response to endoplasmic reticulum stress. Located in collagen-containing extracellular matrix. [provided by Alliance of Genome Resources, Apr 2025]";ENSG00000101955;NM_006307;P78539;300187;471150.0;ENST00000378533.4|NM_006307.5;gene_ID_72
73;6777;STAT5B;signal transducer and activator of transcription 5B;The protein encoded by this gene is a member of the STAT family of transcription factors. In response to cytokines and growth factors, STAT family members are phosphorylated by the receptor associated kinases, and then form homo- or heterodimers that translocate to the cell nucleus where they act as transcription activators. This protein mediates the signal transduction triggered by various cell ligands, such as IL2, IL4, CSF1, and different growth hormones. It has been shown to be involved in diverse biological processes, such as TCR signaling, apoptosis, adult mammary gland development, and sexual dimorphism of liver gene expression. This gene was found to fuse to retinoic acid receptor-alpha (RARA) gene in a small subset of acute promyelocytic leukemias (APLL). The dysregulation of the signaling pathways mediated by this protein may be the cause of the APLL. [provided by RefSeq, Jul 2008];ENSG00000173757;NM_012448;P51692;604260;119882.0;ENST00000293328.8|NM_012448.4;gene_ID_73
74;412;STS;steroid sulfatase;This gene encodes a multi-pass membrane protein that is localized to the endoplasmic reticulum. It belongs to the sulfatase family and hydrolyzes several 3-beta-hydroxysteroid sulfates, which serve as metabolic precursors for estrogens, androgens, and cholesterol. Mutations in this gene are associated with X-linked ichthyosis (XLI). Alternatively spliced transcript variants resulting from the use of different promoters have been described for this gene (PMID:17601726). [provided by RefSeq, Mar 2016];ENSG00000101846;NM_000351;P08842;300747;119888.0;ENST00000674429.1|NM_001320752.2;gene_ID_74
75;6834;SURF1;SURF1 cytochrome c oxidase assembly factor;This gene encodes a protein localized to the inner mitochondrial membrane and thought to be involved in the biogenesis of the cytochrome c oxidase complex. The protein is a member of the SURF1 family, which includes the related yeast protein SHY1 and rickettsial protein RP733. The gene is located in the surfeit gene cluster, a group of very tightly linked genes that do not share sequence similarity, where it shares a bidirectional promoter with SURF2 on the opposite strand. Defects in this gene are a cause of Leigh syndrome, a severe neurological disorder that is commonly associated with systemic cytochrome c oxidase deficiency. [provided by RefSeq, Jul 2008];ENSG00000148290;NM_003172;Q15526;185620;119904.0;ENST00000371974.8|NM_003172.4;gene_ID_75
76;94056;SYAP1;synapse associated protein 1;"Involved in several processes, including TORC2 signaling; cellular response to epidermal growth factor stimulus; and cellular response to peptide hormone stimulus. Located in several cellular components, including Golgi apparatus; cytoplasmic side of plasma membrane; and nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025]";ENSG00000169895;NM_032796;Q96A49;;;ENST00000380155.4|NM_032796.4;gene_ID_76
77;6853;SYN1;synapsin I;This gene is a member of the synapsin gene family. Synapsins encode neuronal phosphoproteins which associate with the cytoplasmic surface of synaptic vesicles. Family members are characterized by common protein domains, and they are implicated in synaptogenesis and the modulation of neurotransmitter release, suggesting a potential role in several neuropsychiatric diseases. This member of the synapsin family plays a role in regulation of axonogenesis and synaptogenesis. The protein encoded serves as a substrate for several different protein kinases and phosphorylation may function in the regulation of this protein in the nerve terminal. Mutations in this gene may be associated with X-linked disorders with primary neuronal degeneration such as Rett syndrome. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008];ENSG00000008056;NM_006950;P17600;313440;119906.0;ENST00000295987.13|NM_006950.3;gene_ID_77
78;6899;TBX1;T-box transcription factor 1;This gene is a member of a phylogenetically conserved family of genes that share a common DNA-binding domain, the T-box. T-box genes encode transcription factors involved in the regulation of developmental processes. This gene product shares 98% amino acid sequence identity with the mouse ortholog. DiGeorge syndrome (DGS)/velocardiofacial syndrome (VCFS), a common congenital disorder characterized by neural-crest-related developmental defects, has been associated with deletions of chromosome 22q11.2, where this gene has been mapped. Studies using mouse models of DiGeorge syndrome suggest a major role for this gene in the molecular etiology of DGS/VCFS. Several alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2008];ENSG00000184058;NM_080647;O43435;602054;119953.0;ENST00000649276.2|NM_001379200.1;gene_ID_78
79;645426;TMEM191C;transmembrane protein 191C;Predicted to be located in membrane. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000206140;NM_001207052;A6NGB0;;;ENST00000536718.3|NM_001388354.1;gene_ID_79
80;339453;TMEM240;transmembrane protein 240;This gene encodes a transmembrane-domain containing protein found in the brain and cerebellum. Mutations in this gene result in spinocerebellar ataxia 21. [provided by RefSeq, Dec 2014];ENSG00000205090;NM_001114748;Q5SV17;616101;412653.0;ENST00000378733.9|NM_001114748.2;gene_ID_80
81;6399;TRAPPC2;trafficking protein particle complex subunit 2;The protein encoded by this gene is thought to be part of a large multi-subunit complex involved in the targeting and fusion of endoplasmic reticulum-to-Golgi transport vesicles with their acceptor compartment. In addition, the encoded protein can bind c-myc promoter-binding protein 1 and block its transcriptional repression capability. Mutations in this gene are a cause of spondyloepiphyseal dysplasia tarda (SEDT). A processed pseudogene of this gene is located on chromosome 19, and other pseudogenes are found on chromosomes 8 and Y. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Mar 2010];ENSG00000196459;NM_014563;P0DI81;300202;120241.0;ENST00000380579.6|NM_001011658.4;gene_ID_81
82;9319;TRIP13;thyroid hormone receptor interactor 13;This gene encodes a protein that interacts with thyroid hormone receptors, also known as hormone-dependent transcription factors. The gene product interacts specifically with the ligand binding domain. This gene is one of several that may play a role in early-stage non-small cell lung cancer. [provided by RefSeq, Oct 2009];ENSG00000071539;NM_004237;Q15645;604507;;ENST00000166345.8|NM_004237.4;gene_ID_82
83;7466;WFS1;wolframin ER transmembrane glycoprotein;This gene encodes a transmembrane protein, which is located primarily in the endoplasmic reticulum and ubiquitously expressed with highest levels in brain, pancreas, heart, and insulinoma beta-cell lines. Mutations in this gene are associated with Wolfram syndrome, also called DIDMOAD (Diabetes Insipidus, Diabetes Mellitus, Optic Atrophy, and Deafness), an autosomal recessive disorder. The disease affects the brain and central nervous system. Mutations in this gene can also cause autosomal dominant deafness 6 (DFNA6), also known as DFNA14 or DFNA38. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Mar 2009];ENSG00000109501;NM_001145853;O76024;606201;120514.0;ENST00000226760.5|NM_006005.3;gene_ID_83
84;8227;AKAP17A;A-kinase anchoring protein 17A;This locus encodes a protein kinase A anchoring protein. The encoded protein is part of the spliceosome complex and is involved in the regulation of alternate splicing in some mRNA precursors. Alternatively spliced transcript variants have been identified for this gene.[provided by RefSeq, Sep 2010];ENSG00000197976;NM_005088;Q02040;312095|465000;;ENST00000313871.9|NM_005088.3;gene_ID_84
85;195977;ANTXRL;ANTXR like;Predicted to enable transmembrane signaling receptor activity. Predicted to be located in membrane. Predicted to be active in cell surface and plasma membrane. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000274209;NM_001278688;A6NF34;;;ENST00000620264.5|NM_001278688.3;gene_ID_85
86;200315;APOBEC3A;apolipoprotein B mRNA editing enzyme catalytic subunit 3A;This gene is a member of the cytidine deaminase gene family. It is one of seven related genes or pseudogenes found in a cluster, thought to result from gene duplication, on chromosome 22. Members of the cluster encode proteins that are structurally and functionally related to the C to U RNA-editing cytidine deaminase APOBEC1. The protein encoded by this gene lacks the zinc binding activity of other family members. The protein plays a role in immunity, by restricting transmission of foreign DNA such as viruses. One mechanism of foreign DNA restriction is deamination of foreign double-stranded DNA cytidines to uridines, which leads to DNA degradation. However, other mechanisms are also thought to be involved, as anti-viral effect is not dependent on deaminase activity. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2012];ENSG00000128383;NM_145699;P31941;607109;;ENST00000249116.7|NM_145699.4;gene_ID_86
87;9582;APOBEC3B;apolipoprotein B mRNA editing enzyme catalytic subunit 3B;This gene is a member of the cytidine deaminase gene family. It is one of seven related genes or pseudogenes found in a cluster, thought to result from gene duplication, on chromosome 22. Members of the cluster encode proteins that are structurally and functionally related to the C to U RNA-editing cytidine deaminase APOBEC1. It is thought that the proteins may be RNA editing enzymes and have roles in growth or cell cycle control. A hybrid gene results from the deletion of approximately 29.5 kb of sequence between this gene, APOBEC3B, and the adjacent gene APOBEC3A. The breakpoints of the deletion are within the two genes, so the deletion allele is predicted to have the promoter and coding region of APOBEC3A, but the 3' UTR of APOBEC3B. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2012];ENSG00000179750;NM_004900;Q9UH17;607110;;ENST00000333467.4|NM_004900.5;gene_ID_87
88;100874530;APOBEC3B-AS1;APOBEC3B antisense RNA 1;0;ENSG00000249310;NR_104187;;;;;gene_ID_88
89;414;ARSD;arylsulfatase D;The protein encoded by this gene is a member of the sulfatase family. Sulfatases are essential for the correct composition of bone and cartilage matrix. The encoded protein is postranslationally glycosylated and localized to the lysosome. This gene is located within a cluster of similar arylsulfatase genes on chromosome X. A related pseudogene has been identified in the pseudoautosomal region of chromosome Y. [provided by RefSeq, Jul 2011];ENSG00000006756;NM_001669;P51689;300002;;ENST00000381154.6|NM_001669.4;gene_ID_89
90;100506356;ARSD-AS1;ARSD antisense RNA 1;0;ENSG00000229851;NR_144459;;;;;gene_ID_90
91;416;ARSF;arylsulfatase F;This gene is a member of the sulfatase family, and more specifically, the arylsulfatase subfamily. Members of the subfamily share similarity in sequence and splice sites, and are clustered together on chromosome X, suggesting that they are derived from recent gene duplication events. Sulfatases are essential for the correct composition of bone and cartilage matrix. The activity of this protein, unlike that of arylsulfatase E, is not inhibited by warfarin. Multiple alternatively spliced variants, encoding the same protein, have been identified.[provided by RefSeq, Jan 2011];ENSG00000062096;NM_001201538;P54793;300003;;ENST00000381127.6|NM_001201539.2;gene_ID_91
92;347527;ARSH;arylsulfatase family member H;Sulfatases, such as ARSH, hydrolyze sulfate esters from sulfated steroids, carbohydrates, proteoglycans, and glycolipids. They are involved in hormone biosynthesis, modulation of cell signaling, and degradation of macromolecules (Sardiello et al., 2005 [PubMed 16174644]).[supplied by OMIM, Mar 2008];ENSG00000205667;NM_001011719;Q5FYA8;300586;;ENST00000381130.3|NM_001011719.2;gene_ID_92
93;415;ARSL;arylsulfatase L;Arylsulfatase E is a member of the sulfatase family. It is glycosylated postranslationally and localized to the golgi apparatus. Sulfatases are essential for the correct composition of bone and cartilage matrix. X-linked chondrodysplasia punctata, a disease characterized by abnormalities in cartilage and bone development, has been linked to mutations in this gene. Alternative splicing results in multiple transcript variants. A pseudogene related to this gene is located on the Y chromosome. [provided by RefSeq, Sep 2013];ENSG00000157399;NM_000047;P51690;300180;121431.0;ENST00000381134.9|NM_000047.3;gene_ID_93
94;421;ARVCF;ARVCF delta catenin family member;Armadillo Repeat gene deleted in Velo-Cardio-Facial syndrome (ARVCF) is a member of the catenin family. This family plays an important role in the formation of adherens junction complexes, which are thought to facilitate communication between the inside and outside environments of a cell. The ARVCF gene was isolated in the search for the genetic defect responsible for the autosomal dominant Velo-Cardio-Facial syndrome (VCFS), a relatively common human disorder with phenotypic features including cleft palate, conotruncal heart defects and facial dysmorphology. The ARVCF gene encodes a protein containing two motifs, a coiled coil domain in the N-terminus and a 10 armadillo repeat sequence in the midregion. Since these sequences can facilitate protein-protein interactions ARVCF is thought to function in a protein complex. In addition, ARVCF contains a predicted nuclear-targeting sequence suggesting that it may have a function as a nuclear protein. [provided by RefSeq, Jun 2010];ENSG00000099889;NM_001670;O00192;602269;121435.0;ENST00000263207.8|NM_001670.3;gene_ID_94
95;438;ASMT;acetylserotonin O-methyltransferase;This gene belongs to the methyltransferase superfamily, and is located in the pseudoautosomal region (PAR) at the end of the short arms of the X and Y chromosomes. The encoded enzyme catalyzes the final reaction in the synthesis of melatonin, and is abundant in the pineal gland. Alternatively spliced transcript variants have been noted for this gene. [provided by RefSeq, Jan 2010];ENSG00000196433;NM_004043;P46597;300015|402500;469966.0;ENST00000381241.9|NM_001171038.2;gene_ID_95
96;8623;ASMTL;acetylserotonin O-methyltransferase like;The protein encoded by this gene has an N-terminus that is similar to the multicopy associated filamentation (maf) protein of Bacillus subtilis and to orfE of Escherichia coli, while the C-terminus is similar to N-acetylserotonin O-methyltransferase. This gene is located in the pseudoautosomal region 1 (PAR1) of X and Y chromosomes. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2010];ENSG00000169093;NM_004192;O95671;300162|400011;;ENST00000381317.9|NM_004192.4;gene_ID_96
97;80161;ASMTL-AS1;ASMTL antisense RNA 1;This gene serves as the antisense to the acetylserotonin O-methyltransferase-like gene. Multiple non-coding transcript variants have been found for this gene. [provided by RefSeq, Oct 2011];ENSG00000236017;XR_040863;;;;;gene_ID_97
98;128977;C22orf39;chromosome 22 open reading frame 39;Predicted to be involved in negative regulation of long-term synaptic potentiation. Located in mitochondrion. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000242259;NM_173793;Q6P5X5;;;ENST00000399562.9|NM_173793.5;gene_ID_98
99;388849;CCDC188;coiled-coil domain containing 188;Predicted to be located in membrane. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000234409;NM_001365892;H7C350;;;ENST00000439765.4|NM_001365892.2;gene_ID_99
100;4267;CD99;CD99 molecule (Xg blood group);The protein encoded by this gene is a cell surface glycoprotein involved in leukocyte migration, T-cell adhesion, ganglioside GM1 and transmembrane protein transport, and T-cell death by a caspase-independent pathway. In addition, the encoded protein may have the ability to rearrange the actin cytoskeleton and may also act as an oncosuppressor in osteosarcoma. This gene is found in the pseudoautosomal region of chromosomes X and Y and escapes X-chromosome inactivation. There is a related pseudogene located immediately adjacent to this locus. [provided by RefSeq, Mar 2016];ENSG00000002586;NM_001122898;P14209;313470|450000;;ENST00000381192.10|NM_002414.5;gene_ID_100
101;8318;CDC45;cell division cycle 45;The protein encoded by this gene was identified by its strong similarity with Saccharomyces cerevisiae Cdc45, an essential protein required to the initiation of DNA replication. Cdc45 is a member of the highly conserved multiprotein complex including Cdc6/Cdc18, the minichromosome maintenance proteins (MCMs) and DNA polymerase, which is important for early steps of DNA replication in eukaryotes. This protein has been shown to interact with MCM7 and DNA polymerase alpha. Studies of the similar gene in Xenopus suggested that this protein play a pivotal role in the loading of DNA polymerase alpha onto chromatin. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013];ENSG00000093009;NM_003504;O75419;603465;461769.0;ENST00000263201.7|NM_003504.5;gene_ID_101
102;94027;CGB7;chorionic gonadotropin subunit beta 7;This gene is a member of the glycoprotein hormone beta chain family and encodes the beta 7 subunit of chorionic gonadotropin (CG). Glycoprotein hormones are heterodimers consisting of a common alpha subunit and an unique beta subunit which confers biological specificity. CG is produced by the trophoblastic cells of the placenta and stimulates the ovaries to synthesize the steroids that are essential for the maintenance of pregnancy. The beta subunit of CG is encoded by 6 genes which are arranged in tandem and inverted pairs on chromosome 19q13.3 and contiguous with the luteinizing hormone beta subunit gene. [provided by RefSeq, Jul 2008];ENSG00000196337;NM_033142;P0DN87;608826;;ENST00000684222.1|NM_001385261.1;gene_ID_102
103;100288814;CLDN34;claudin 34;Predicted to enable structural molecule activity. Predicted to be involved in bicellular tight junction assembly and cell adhesion. Predicted to be active in bicellular tight junction and plasma membrane. [provided by Alliance of Genome Resources, Apr 2025];ENSG00000234469;NM_001195081;H7C241;;;ENST00000445307.4|NM_001195081.2;gene_ID_103
